method_enc,team_size,budget_ratio,progress,velocity,open_tickets,absences,overscoped,team_issues,tech_debt,scope_creep,key_person_risk,unclear_requirements,meetings_per_week,doc_score,duration_planned,sprints_count,ai_score,delay_days,overrun_pct,success,risk_category,methodology,sector,budget
1,4,0.656,39,25,23,2,0,0,0,0,0,1,0,5.2,145,10,5.2,36,0.0,0,2,Kanban,IT,349000.0
2,17,0.615,65,91,0,4,0,0,0,0,1,0,1,8.5,368,26,8.3,0,0.0,1,0,Scrum,E-commerce,263000.0
0,3,0.447,66,51,0,0,0,0,0,1,0,0,3,10.0,199,14,8.1,0,0.0,1,0,Agile,Logistique,500000.0
2,12,0.468,69,71,6,0,1,0,0,0,0,1,4,2.2,348,24,6.7,0,0.0,1,1,Scrum,Santé,255000.0
2,7,0.55,22,22,21,0,0,0,0,0,0,0,3,8.4,315,22,6.2,0,0.0,1,1,Scrum,E-commerce,36000.0
0,3,0.622,58,61,4,6,0,0,1,1,1,0,2,5.8,192,13,3.9,48,0.0,0,3,Agile,Finance,348000.0
2,6,0.399,54,62,10,2,0,0,1,0,0,1,3,0.3,250,17,5.5,0,0.0,0,2,Scrum,Education,102000.0
2,13,0.48,54,75,9,1,1,1,0,0,0,0,4,7.2,80,5,6.3,0,0.0,1,1,Scrum,IT,25000.0
2,14,0.736,84,81,0,4,1,1,1,1,0,0,2,5.1,44,3,3.6,49,0.0,0,3,Scrum,Logistique,441000.0
1,15,0.746,72,87,8,0,1,0,0,0,0,0,2,6.5,211,15,6.3,0,0.0,1,1,Kanban,Telecom,211000.0
0,2,0.507,42,67,0,0,1,0,0,0,0,1,2,3.6,324,23,6.1,0,0.0,1,1,Agile,Education,227000.0
2,11,0.485,76,80,10,0,0,0,0,0,0,0,0,8.1,47,3,8.4,0,0.0,1,0,Scrum,Telecom,155000.0
1,13,0.45,100,88,2,8,0,1,0,1,1,0,2,4.5,345,24,5.2,41,0.0,0,2,Kanban,Industrie,311000.0
2,7,0.679,72,61,4,1,1,1,0,0,0,0,3,7.5,336,24,6.6,0,0.0,1,1,Scrum,Education,453000.0
2,14,0.603,69,101,0,0,1,0,0,0,0,0,3,8.6,386,27,8.8,0,0.0,1,0,Scrum,IT,245000.0
0,24,0.351,32,31,19,1,0,0,0,0,0,0,2,7.7,246,17,6.2,0,0.0,1,1,Agile,Logistique,457000.0
1,21,0.461,48,64,0,1,0,1,0,0,0,0,1,4.8,155,11,6.9,0,0.0,1,1,Kanban,Logistique,589000.0
2,15,0.651,75,92,17,1,1,0,0,0,0,1,4,2.2,103,7,7.2,0,0.0,1,1,Scrum,E-commerce,392000.0
3,20,0.63,16,38,15,3,0,0,1,1,1,1,4,0.0,238,17,1.7,61,0.0,0,3,Waterfall,Logistique,561000.0
2,20,0.463,48,76,0,0,0,0,1,0,0,0,0,8.5,102,7,7.7,0,0.0,1,0,Scrum,Industrie,150000.0
3,23,0.287,9,12,22,4,0,0,0,0,1,0,3,9.4,113,8,3.6,46,0.0,0,3,Waterfall,E-commerce,361000.0
1,16,0.69,44,70,7,2,1,1,0,0,0,0,3,5.2,37,2,4.8,37,0.0,0,2,Kanban,Finance,421000.0
3,11,0.81,61,62,14,0,1,0,0,0,0,0,1,5.5,383,27,5.8,0,0.0,0,2,Waterfall,Industrie,126000.0
1,18,0.268,11,41,15,4,0,0,0,0,1,0,2,8.4,126,9,4.6,40,0.0,0,2,Kanban,Industrie,56000.0
2,16,0.447,70,90,19,0,0,0,0,0,0,1,3,2.5,32,2,7.7,0,0.0,1,0,Scrum,Logistique,39000.0
3,8,0.595,16,34,25,0,1,0,0,1,0,0,2,7.6,141,10,3.0,51,0.0,0,3,Waterfall,Logistique,227000.0
2,13,0.659,52,75,11,0,0,0,0,0,0,0,4,1.8,192,13,7.9,0,0.0,1,0,Scrum,Education,354000.0
1,24,0.433,28,59,13,0,0,0,0,1,0,1,1,1.6,322,23,4.4,45,0.0,0,3,Kanban,Telecom,386000.0
2,2,1.075,47,60,0,3,1,0,1,0,0,0,2,10.0,310,22,3.3,51,7.5,0,3,Scrum,IT,350000.0
1,22,0.551,55,72,0,0,0,0,0,0,0,0,1,7.3,355,25,9.1,0,0.0,1,0,Kanban,Industrie,414000.0
1,8,0.566,64,77,12,3,0,1,0,0,0,0,2,5.3,206,14,6.1,0,0.0,1,1,Kanban,Logistique,573000.0
2,12,0.71,64,72,29,2,1,0,0,0,1,1,1,6.8,351,25,3.6,55,0.0,0,3,Scrum,IT,168000.0
1,21,0.707,42,49,0,0,0,0,0,1,0,0,2,5.1,163,11,6.0,0,0.0,1,1,Kanban,Industrie,193000.0
1,17,0.682,38,39,22,0,0,0,0,1,0,1,1,4.5,266,19,5.0,34,0.0,0,2,Kanban,Santé,462000.0
2,18,0.672,35,63,28,0,1,0,0,0,0,0,2,4.4,112,8,4.8,34,0.0,0,2,Scrum,IT,266000.0
2,18,0.441,82,95,20,2,0,0,1,0,0,0,1,5.8,290,20,7.1,0,0.0,1,1,Scrum,Industrie,53000.0
3,9,0.651,16,23,19,0,0,0,1,0,0,0,2,6.2,171,12,5.1,39,0.0,0,2,Waterfall,Industrie,32000.0
0,8,0.896,36,75,8,2,1,0,1,0,0,0,3,10.0,193,13,4.0,42,0.0,0,3,Agile,Telecom,286000.0
2,7,0.694,28,34,2,1,1,0,0,0,0,0,3,3.4,347,24,5.0,42,0.0,0,2,Scrum,Industrie,47000.0
3,16,0.629,50,63,7,0,0,0,0,0,0,0,2,6.7,190,13,8.6,0,0.0,1,0,Waterfall,Logistique,381000.0
2,7,0.721,70,99,1,0,1,0,1,0,0,0,3,7.2,197,14,8.3,0,0.0,1,0,Scrum,E-commerce,176000.0
1,15,0.686,74,82,13,3,0,0,1,0,1,1,4,5.2,158,11,6.3,0,0.0,1,1,Kanban,Santé,507000.0
3,10,0.505,16,34,19,0,1,0,0,1,0,0,2,4.8,308,22,3.1,56,0.0,0,3,Waterfall,Industrie,457000.0
2,19,0.654,86,92,11,3,1,0,1,1,1,0,2,7.3,68,4,4.9,33,0.0,0,2,Scrum,Logistique,102000.0
1,22,0.545,52,58,15,0,0,0,1,0,0,0,2,6.6,150,10,6.8,0,0.0,1,1,Kanban,Logistique,18000.0
2,12,0.598,78,105,0,1,0,0,0,0,0,0,3,8.5,377,26,10.0,0,0.0,1,0,Scrum,E-commerce,409000.0
1,13,0.57,51,69,24,3,0,0,0,0,1,0,1,5.7,219,15,5.5,0,0.0,0,2,Kanban,Finance,575000.0
2,13,0.305,68,67,11,0,0,0,0,0,0,0,4,2.8,107,7,8.9,0,0.0,1,0,Scrum,Telecom,454000.0
2,10,0.691,16,38,15,0,1,0,1,0,0,1,1,2.8,380,27,2.3,54,0.0,0,3,Scrum,Education,548000.0
2,24,0.406,67,82,8,3,0,1,0,0,0,0,3,5.6,314,22,7.5,0,0.0,1,0,Scrum,Santé,108000.0
2,21,0.626,20,32,19,0,0,0,0,0,0,0,2,8.3,135,9,5.8,0,0.0,0,2,Scrum,E-commerce,489000.0
2,10,0.448,80,97,8,5,0,1,1,0,0,0,3,6.2,45,3,6.7,0,0.0,1,1,Scrum,E-commerce,437000.0
1,21,0.929,33,57,0,0,1,0,0,0,1,1,3,5.2,266,19,3.6,44,0.0,0,3,Kanban,Education,580000.0
2,4,0.622,44,76,25,0,1,0,0,0,0,0,2,7.9,68,4,5.8,0,0.0,0,2,Scrum,IT,346000.0
2,21,0.541,40,62,22,0,1,0,0,0,0,1,3,2.5,105,7,5.0,44,0.0,0,2,Scrum,Santé,229000.0
3,6,0.391,49,48,0,0,0,0,0,1,0,0,1,7.0,77,5,7.6,0,0.0,1,0,Waterfall,Education,146000.0
2,13,0.621,5,55,3,1,0,0,0,0,0,0,4,10.0,59,4,6.8,0,0.0,1,1,Scrum,Education,85000.0
1,12,0.725,31,56,14,2,0,1,0,1,0,0,3,6.8,357,25,4.1,40,0.0,0,3,Kanban,E-commerce,343000.0
0,5,0.275,54,67,15,2,0,0,0,0,0,0,1,7.3,74,5,7.4,0,0.0,1,1,Agile,Santé,42000.0
1,3,0.554,73,92,0,2,0,0,0,1,0,0,3,4.8,311,22,8.2,0,0.0,1,0,Kanban,IT,310000.0
2,18,0.727,48,56,4,1,1,0,0,0,0,0,2,10.0,172,12,6.7,0,0.0,1,1,Scrum,E-commerce,446000.0
1,18,0.643,71,73,4,0,0,0,1,0,0,0,2,6.9,134,9,9.5,0,0.0,1,0,Kanban,Education,464000.0
0,14,0.928,51,57,7,0,1,0,0,1,0,0,2,7.5,310,22,4.1,43,0.0,0,3,Agile,E-commerce,81000.0
2,14,0.361,76,78,0,0,0,0,0,0,1,1,3,4.9,88,6,8.6,0,0.0,1,0,Scrum,Industrie,176000.0
1,17,0.641,71,82,1,0,0,0,0,0,0,0,2,7.3,152,10,9.4,0,0.0,1,0,Kanban,E-commerce,233000.0
2,22,0.39,69,90,0,0,0,0,0,1,0,0,3,8.3,249,17,9.4,0,0.0,1,0,Scrum,E-commerce,234000.0
0,12,0.44,32,52,5,2,0,1,0,1,0,0,2,10.0,52,3,5.0,36,0.0,0,2,Agile,Industrie,542000.0
1,20,0.669,32,49,24,0,0,0,0,0,0,1,2,6.4,152,10,5.6,0,0.0,0,2,Kanban,Logistique,234000.0
0,22,0.528,33,46,21,2,0,0,0,0,1,0,4,7.7,171,12,5.5,0,0.0,0,2,Agile,Finance,480000.0
2,8,0.64,85,82,1,4,0,1,0,0,0,0,3,4.5,148,10,7.7,0,0.0,1,0,Scrum,Industrie,518000.0
2,2,0.345,62,76,0,0,0,0,0,0,0,1,3,0.8,120,8,8.6,0,0.0,1,0,Scrum,IT,209000.0
0,15,0.272,62,70,0,3,0,0,0,0,0,0,2,10.0,340,24,9.1,0,0.0,1,0,Agile,Logistique,199000.0
0,17,0.392,36,53,15,0,0,0,0,0,0,1,1,4.9,81,5,6.8,0,0.0,1,1,Agile,E-commerce,392000.0
1,14,0.276,52,53,13,2,0,1,0,0,0,0,2,7.6,322,23,6.9,0,0.0,1,1,Kanban,Education,199000.0
2,13,0.42,42,70,21,3,0,0,0,0,0,1,3,0.8,218,15,6.3,0,0.0,1,1,Scrum,Logistique,472000.0
2,22,0.672,68,74,10,1,1,0,0,0,0,0,2,8.6,257,18,7.6,0,0.0,1,0,Scrum,Telecom,444000.0
2,15,0.326,93,116,4,2,0,1,1,0,0,0,3,8.2,119,8,7.9,0,0.0,1,0,Scrum,E-commerce,382000.0
3,16,0.303,54,58,30,2,0,0,0,0,0,0,4,9.1,368,26,7.1,0,0.0,1,1,Waterfall,Santé,269000.0
2,20,0.676,73,98,5,1,0,0,0,0,0,0,0,7.8,115,8,9.5,0,0.0,1,0,Scrum,Telecom,580000.0
2,13,0.777,68,64,20,0,0,0,0,1,0,0,3,7.4,120,8,6.7,0,0.0,1,1,Scrum,Industrie,340000.0
1,15,0.573,64,55,13,3,0,0,0,0,1,1,2,1.4,228,16,6.2,0,0.0,1,1,Kanban,E-commerce,162000.0
0,17,0.543,75,100,0,0,0,0,0,0,0,0,1,7.2,166,11,10.0,0,0.0,1,0,Agile,Telecom,390000.0
2,7,0.396,90,105,10,1,1,0,0,0,1,0,3,9.0,204,14,7.9,0,0.0,1,0,Scrum,IT,321000.0
2,8,0.606,57,82,7,0,0,0,1,0,0,0,3,7.0,342,24,8.6,0,0.0,1,0,Scrum,Finance,108000.0
3,16,0.354,61,58,6,0,0,0,1,0,1,0,3,8.8,148,10,8.0,0,0.0,1,0,Waterfall,Telecom,125000.0
3,18,0.257,13,14,15,0,0,0,0,0,0,0,3,7.6,174,12,6.6,0,0.0,1,1,Waterfall,Finance,528000.0
0,21,0.499,11,31,9,3,0,1,0,0,0,0,2,6.3,309,22,4.2,48,0.0,0,3,Agile,Industrie,174000.0
2,14,0.479,37,59,14,0,0,0,0,1,0,0,2,6.5,64,4,6.1,0,0.0,1,1,Scrum,Industrie,547000.0
0,24,0.631,48,68,8,2,0,0,0,1,0,0,3,6.6,363,25,6.2,0,0.0,1,1,Agile,Finance,359000.0
1,2,0.549,71,63,13,0,0,0,0,1,0,1,2,3.6,267,19,6.5,0,0.0,1,1,Kanban,Telecom,600000.0
3,6,0.641,55,57,10,1,0,0,0,0,0,0,3,4.9,237,16,7.9,0,0.0,1,0,Waterfall,E-commerce,18000.0
1,14,0.638,23,50,16,0,1,0,0,0,0,0,0,6.4,377,26,4.8,33,0.0,0,2,Kanban,Education,357000.0
1,9,0.639,42,39,4,0,1,0,0,0,0,0,2,4.9,396,28,6.4,0,0.0,1,1,Kanban,Santé,160000.0
0,24,0.584,76,81,0,0,0,0,0,0,0,0,1,9.6,271,19,10.0,0,0.0,1,0,Agile,Education,243000.0
2,15,0.67,34,70,0,3,1,1,0,0,0,0,0,7.2,56,4,4.6,39,0.0,0,2,Scrum,Finance,53000.0
2,21,0.827,55,87,12,0,1,0,0,0,0,0,3,6.0,329,23,6.2,0,0.0,1,1,Scrum,Education,428000.0
2,16,0.675,76,64,0,5,1,1,1,1,0,1,2,3.1,101,7,1.9,61,0.0,0,3,Scrum,Telecom,540000.0
0,24,0.834,54,64,12,0,1,0,0,0,0,1,2,0.0,392,28,4.6,39,0.0,0,2,Agile,Industrie,114000.0
0,8,0.269,61,69,16,1,0,0,0,0,0,0,3,8.4,389,27,8.3,0,0.0,1,0,Agile,Industrie,239000.0
1,9,0.642,46,42,23,0,0,0,0,0,0,1,1,3.3,293,20,6.1,0,0.0,1,1,Kanban,Santé,439000.0
2,22,0.272,60,72,1,3,0,0,0,0,1,0,2,5.7,123,8,7.2,0,0.0,1,1,Scrum,Education,321000.0
2,20,0.528,55,70,6,2,0,0,0,1,0,1,2,3.3,334,23,6.3,0,0.0,1,1,Scrum,Industrie,389000.0
2,20,0.662,100,101,0,0,0,0,0,0,0,1,3,3.1,368,26,10.0,0,0.0,1,0,Scrum,Logistique,432000.0
2,8,0.306,65,90,12,1,0,1,0,0,0,0,2,7.7,73,5,7.7,0,0.0,1,0,Scrum,Industrie,47000.0
1,13,0.643,33,39,18,0,0,0,0,0,0,1,3,2.3,345,24,6.0,0,0.0,1,1,Kanban,Finance,444000.0
3,2,0.815,56,59,21,2,1,0,0,1,1,1,4,5.8,282,20,2.1,50,0.0,0,3,Waterfall,Education,97000.0
0,18,0.908,58,82,0,2,1,1,0,0,0,0,2,6.3,316,22,4.9,42,0.0,0,2,Agile,E-commerce,41000.0
2,6,0.635,82,84,8,0,0,0,0,0,0,1,2,3.4,190,13,9.1,0,0.0,1,0,Scrum,Telecom,249000.0
2,11,0.479,58,76,0,2,0,0,1,0,1,0,3,6.6,279,19,6.9,0,0.0,1,1,Scrum,Industrie,589000.0
1,6,0.53,64,76,0,0,0,0,0,0,0,1,3,1.7,237,16,8.9,0,0.0,1,0,Kanban,Telecom,237000.0
0,24,0.692,57,83,1,0,0,0,1,0,0,1,2,0.9,212,15,6.2,0,0.0,1,1,Agile,Telecom,53000.0
2,18,0.441,26,82,7,4,0,1,0,0,0,0,3,6.8,195,13,6.0,0,0.0,1,1,Scrum,E-commerce,103000.0
0,15,0.56,43,53,10,2,0,0,0,1,0,0,2,7.1,156,11,6.2,0,0.0,1,1,Agile,Industrie,475000.0
1,6,0.678,57,72,12,0,0,0,0,0,0,0,2,5.9,235,16,8.3,0,0.0,1,0,Kanban,Santé,95000.0
2,17,0.476,82,79,0,0,1,0,0,0,0,0,2,4.9,101,7,8.4,0,0.0,1,0,Scrum,Education,557000.0
2,20,0.422,36,75,0,0,0,0,0,0,0,0,2,5.4,69,4,8.4,0,0.0,1,0,Scrum,Industrie,69000.0
2,21,0.819,53,93,6,3,1,1,0,1,0,0,1,3.2,128,9,2.6,61,0.0,0,3,Scrum,Finance,598000.0
2,2,0.387,89,84,11,1,1,0,0,0,0,0,3,3.8,154,11,7.5,0,0.0,1,0,Scrum,Telecom,291000.0
3,13,0.328,59,63,7,1,0,1,1,0,0,0,1,10.0,332,23,5.4,32,0.0,0,2,Waterfall,Logistique,370000.0
2,13,0.549,59,75,5,1,0,1,0,0,0,0,1,4.6,40,2,7.0,0,0.0,1,1,Scrum,Finance,266000.0
2,16,0.536,42,71,0,0,0,0,0,0,0,0,3,6.5,199,14,8.4,0,0.0,1,0,Scrum,Finance,230000.0
3,16,0.614,28,39,1,0,1,0,0,0,0,0,2,10.0,105,7,5.5,0,0.0,0,2,Waterfall,Telecom,210000.0
2,22,0.583,33,76,8,2,0,1,0,0,0,0,2,7.9,339,24,6.5,0,0.0,1,1,Scrum,Santé,27000.0
3,8,0.424,13,31,8,2,0,0,0,0,1,1,2,4.8,324,23,4.4,42,0.0,0,3,Waterfall,Education,387000.0
2,21,0.41,15,42,9,4,0,0,0,0,1,0,2,6.9,107,7,5.5,0,0.0,0,2,Scrum,Finance,357000.0
0,9,0.66,89,92,0,4,0,1,0,0,0,1,3,0.0,283,20,7.4,0,0.0,1,1,Agile,Telecom,156000.0
1,9,0.611,60,90,6,0,1,0,0,0,0,0,2,5.6,276,19,6.7,0,0.0,1,1,Kanban,Education,238000.0
2,6,0.45,17,62,0,2,0,0,0,0,0,0,2,6.3,328,23,7.5,0,0.0,1,0,Scrum,Logistique,207000.0
0,15,0.556,6,11,8,0,0,0,0,0,0,0,2,2.9,132,9,6.4,0,0.0,1,1,Agile,Santé,286000.0
0,3,0.433,42,59,21,0,0,0,0,0,0,0,2,5.5,130,9,6.3,0,0.0,1,1,Agile,Industrie,541000.0
2,22,0.368,89,81,6,2,0,0,0,0,1,0,2,5.7,292,20,8.6,0,0.0,1,0,Scrum,Education,48000.0
0,13,0.716,45,58,33,0,0,0,0,1,0,0,2,8.1,41,2,6.0,0,0.0,1,1,Agile,Education,113000.0
2,6,0.538,56,81,5,0,0,0,0,1,0,0,3,5.2,98,7,8.8,0,0.0,1,0,Scrum,IT,303000.0
3,22,0.484,42,40,14,1,0,0,0,1,0,0,3,7.8,292,20,6.5,0,0.0,1,1,Waterfall,Finance,125000.0
2,18,0.71,68,100,4,3,0,1,1,1,1,0,2,8.4,112,8,5.3,34,0.0,0,2,Scrum,Finance,57000.0
1,17,0.413,76,83,5,4,1,1,0,0,0,0,2,6.0,46,3,5.9,0,0.0,0,2,Kanban,E-commerce,269000.0
2,15,0.518,31,73,1,4,1,1,0,0,0,0,3,7.7,303,21,4.2,43,0.0,0,3,Scrum,Education,40000.0
3,20,0.712,26,50,20,3,0,1,1,0,0,1,2,2.4,270,19,2.1,56,0.0,0,3,Waterfall,Santé,65000.0
1,19,0.449,61,67,8,5,0,0,0,0,1,0,1,9.8,192,13,6.5,0,0.0,1,1,Kanban,Logistique,180000.0
1,7,0.813,72,79,2,0,1,0,0,0,0,1,2,3.7,188,13,6.5,0,0.0,1,1,Kanban,E-commerce,129000.0
2,13,0.658,78,73,11,0,0,0,0,0,0,0,4,5.4,108,7,9.3,0,0.0,1,0,Scrum,IT,454000.0
2,3,0.71,19,45,27,3,1,1,0,0,0,0,2,7.3,298,21,2.0,61,0.0,0,3,Scrum,Telecom,123000.0
0,3,0.565,48,62,1,1,1,0,0,0,0,0,3,5.7,219,15,6.9,0,0.0,1,1,Agile,IT,214000.0
2,3,0.951,65,69,14,1,1,0,0,0,0,0,4,8.1,190,13,5.5,0,0.0,0,2,Scrum,Telecom,73000.0
2,19,0.708,53,94,0,0,0,0,0,1,0,0,3,10.0,269,19,8.3,0,0.0,1,0,Scrum,Education,571000.0
1,8,0.508,26,36,15,0,1,0,0,0,0,0,1,6.9,364,26,5.8,0,0.0,0,2,Kanban,E-commerce,481000.0
1,3,0.503,69,70,3,0,0,0,0,0,0,0,1,9.5,342,24,8.9,0,0.0,1,0,Kanban,Industrie,532000.0
0,23,0.479,50,81,4,2,1,0,0,0,1,0,1,5.7,193,13,6.2,0,0.0,1,1,Agile,Industrie,537000.0
3,2,0.675,52,68,0,1,1,1,0,0,0,1,3,3.3,111,7,5.1,34,0.0,0,2,Waterfall,IT,303000.0
2,14,0.502,64,100,0,3,0,0,1,1,1,0,4,7.9,330,23,6.9,0,0.0,1,1,Scrum,Finance,487000.0
2,11,0.589,56,86,11,4,0,0,0,1,0,1,4,6.9,278,19,6.6,0,0.0,1,1,Scrum,IT,145000.0
3,20,0.876,74,89,13,1,1,0,1,1,0,0,2,8.9,112,8,4.8,39,0.0,0,2,Waterfall,Education,529000.0
3,18,0.327,5,23,9,3,0,0,0,0,0,1,1,3.5,220,15,3.2,50,0.0,0,3,Waterfall,Education,499000.0
2,5,0.806,80,87,7,0,1,0,0,0,0,0,2,8.6,70,5,7.6,0,0.0,1,0,Scrum,Industrie,514000.0
3,14,0.649,46,46,20,0,1,0,1,0,0,0,1,7.8,103,7,4.6,41,0.0,0,2,Waterfall,Logistique,598000.0
3,3,0.352,34,58,2,2,0,0,1,0,0,0,2,9.3,118,8,6.8,0,0.0,1,1,Waterfall,Santé,548000.0
2,16,0.466,42,71,4,3,0,0,0,0,0,0,1,3.0,345,24,7.4,0,0.0,1,1,Scrum,E-commerce,178000.0
2,6,0.667,86,99,0,2,0,0,0,0,1,0,3,3.5,88,6,9.8,0,0.0,1,0,Scrum,IT,272000.0
2,20,0.85,47,52,10,1,1,0,1,0,0,1,2,2.4,263,18,2.9,48,0.0,0,3,Scrum,Finance,325000.0
2,19,0.293,80,94,0,2,0,1,0,0,0,0,2,8.5,180,12,8.4,0,0.0,1,0,Scrum,Finance,280000.0
2,15,0.928,85,105,0,0,1,0,0,0,0,1,3,1.5,93,6,7.6,0,0.0,1,0,Scrum,Logistique,532000.0
2,5,0.82,52,54,11,2,1,0,0,0,0,0,0,10.0,304,21,4.8,42,0.0,0,2,Scrum,Industrie,225000.0
1,4,0.426,13,34,19,0,0,0,0,1,0,0,3,6.6,87,6,5.7,0,0.0,0,2,Kanban,Telecom,371000.0
2,17,0.418,73,96,6,2,0,0,0,1,0,0,2,6.1,95,6,8.6,0,0.0,1,0,Scrum,Finance,399000.0
3,6,0.668,54,49,26,1,0,0,0,0,0,1,4,2.4,153,10,6.2,0,0.0,1,1,Waterfall,Logistique,476000.0
1,21,0.723,53,90,2,1,0,0,1,0,0,0,3,7.1,41,2,8.2,0,0.0,1,0,Kanban,Industrie,268000.0
2,16,0.393,37,48,7,1,0,0,0,0,0,1,4,3.1,379,27,6.7,0,0.0,1,1,Scrum,Telecom,324000.0
3,20,0.544,51,52,24,3,0,1,0,0,0,0,3,10.0,172,12,5.9,0,0.0,0,2,Waterfall,Santé,17000.0
2,21,0.347,71,89,0,0,0,0,0,0,0,0,2,6.4,141,10,10.0,0,0.0,1,0,Scrum,Santé,344000.0
2,12,0.774,76,77,7,2,0,1,1,0,0,0,3,9.8,356,25,6.2,0,0.0,1,1,Scrum,IT,316000.0
2,23,0.36,68,67,19,1,0,0,0,0,0,0,1,5.4,107,7,7.6,0,0.0,1,0,Scrum,Santé,500000.0
3,14,0.29,57,65,0,0,0,1,0,0,0,0,1,6.7,353,25,7.4,0,0.0,1,1,Waterfall,E-commerce,62000.0
3,8,0.324,65,52,19,2,0,0,0,0,0,1,4,2.6,83,5,6.8,0,0.0,1,1,Waterfall,E-commerce,190000.0
2,4,0.658,73,76,0,0,0,0,1,0,0,0,2,6.0,356,25,7.7,0,0.0,1,0,Scrum,IT,324000.0
1,6,0.73,67,68,15,0,1,0,0,0,0,0,2,6.2,146,10,6.2,0,0.0,1,1,Kanban,Santé,321000.0
3,23,0.815,44,58,8,0,1,1,0,0,0,0,2,5.0,282,20,5.3,45,0.0,0,2,Waterfall,E-commerce,458000.0
2,14,0.362,90,108,0,2,0,0,0,0,0,1,4,4.0,249,17,9.4,0,0.0,1,0,Scrum,Education,340000.0
1,14,0.566,38,51,4,0,0,0,1,0,0,0,2,9.3,94,6,6.8,0,0.0,1,1,Kanban,IT,539000.0
2,15,0.634,76,84,14,0,0,0,0,0,0,0,3,5.0,119,8,9.6,0,0.0,1,0,Scrum,Logistique,252000.0
2,6,0.476,60,72,0,0,0,0,0,0,0,0,3,10.0,376,26,10.0,0,0.0,1,0,Scrum,Industrie,375000.0
2,9,0.633,47,46,12,1,1,0,0,0,1,1,3,4.7,231,16,3.6,52,0.0,0,3,Scrum,Industrie,96000.0
2,11,0.64,37,84,0,5,0,1,0,0,0,0,3,8.3,114,8,6.4,0,0.0,1,1,Scrum,IT,211000.0
1,19,0.541,56,64,2,1,0,1,0,0,0,0,2,5.6,85,6,7.9,0,0.0,1,0,Kanban,Industrie,211000.0
2,17,0.527,87,101,0,3,0,0,1,0,1,0,4,5.5,341,24,8.2,0,0.0,1,0,Scrum,E-commerce,263000.0
3,14,0.298,24,52,33,0,0,0,0,0,0,0,3,7.8,292,20,6.9,0,0.0,1,1,Waterfall,Telecom,336000.0
2,21,0.468,23,59,13,1,0,0,0,0,0,0,3,7.3,137,9,7.1,0,0.0,1,1,Scrum,Telecom,423000.0
3,24,0.549,15,37,13,1,0,0,0,0,0,0,2,6.9,31,2,6.1,0,0.0,1,1,Waterfall,Telecom,243000.0
0,2,0.607,66,69,12,3,0,1,1,0,1,0,2,5.8,375,26,5.6,0,0.0,0,2,Agile,Education,557000.0
2,10,0.419,95,113,0,0,0,0,1,0,1,0,2,6.8,235,16,10.0,0,0.0,1,0,Scrum,Education,465000.0
3,6,0.457,30,69,17,1,0,0,0,0,1,0,4,6.5,349,24,6.3,0,0.0,1,1,Waterfall,Finance,127000.0
3,17,0.25,45,38,13,3,0,1,0,0,0,0,2,7.5,343,24,4.9,42,0.0,0,2,Waterfall,IT,171000.0
1,7,0.499,32,67,20,2,0,0,0,0,0,0,1,4.2,202,14,6.3,0,0.0,1,1,Kanban,Santé,585000.0
2,10,0.729,49,76,7,0,1,0,0,0,0,0,0,7.4,198,14,6.5,0,0.0,1,1,Scrum,Logistique,398000.0
3,4,0.398,15,42,14,2,0,0,1,0,0,1,0,3.1,31,2,3.4,50,0.0,0,3,Waterfall,Industrie,137000.0
2,22,0.544,51,60,2,1,1,0,0,0,1,0,2,4.8,184,13,5.3,40,0.0,0,2,Scrum,E-commerce,262000.0
1,12,0.825,40,60,11,2,1,1,1,1,0,0,3,6.1,208,14,1.5,61,0.0,0,3,Kanban,Industrie,27000.0
1,24,0.479,40,29,22,0,1,0,0,0,0,1,2,3.0,300,21,4.5,42,0.0,0,2,Kanban,Industrie,142000.0
3,20,0.679,40,61,14,1,1,0,1,0,0,0,3,7.9,124,8,5.5,0,0.0,0,2,Waterfall,Finance,164000.0
1,20,0.582,33,66,0,4,0,0,0,1,0,0,2,4.5,244,17,6.3,0,0.0,1,1,Kanban,E-commerce,68000.0
2,18,0.83,68,67,5,0,1,0,0,1,0,0,4,3.0,235,16,5.7,0,0.0,0,2,Scrum,Logistique,279000.0
3,12,0.484,65,42,11,3,0,1,0,1,0,0,1,10.0,261,18,5.2,42,0.0,0,2,Waterfall,Telecom,89000.0
2,3,0.941,99,109,4,0,1,0,0,1,0,0,3,5.5,272,19,7.0,0,0.0,1,1,Scrum,Industrie,125000.0
2,4,0.305,100,88,1,0,0,0,0,0,0,0,3,6.9,153,10,10.0,0,0.0,1,0,Scrum,Education,197000.0
3,9,0.478,36,59,18,3,0,1,0,0,0,0,2,5.7,331,23,4.7,39,0.0,0,2,Waterfall,E-commerce,480000.0
3,10,0.525,71,88,15,3,0,1,0,0,0,0,4,5.2,396,28,7.0,0,0.0,1,1,Waterfall,Telecom,180000.0
2,6,0.992,43,63,3,2,1,0,1,0,0,0,2,6.6,119,8,3.8,49,0.0,0,3,Scrum,Logistique,253000.0
1,5,0.343,46,56,13,3,0,0,0,0,1,0,3,7.7,227,16,6.0,0,0.0,1,1,Kanban,Logistique,524000.0
2,24,0.355,66,80,18,3,0,0,0,0,1,0,3,5.6,251,17,7.8,0,0.0,1,0,Scrum,Telecom,438000.0
